21,21,21,21,11,08,08,08,08,08,08,08,08,08,08,22,21,21,21,21,21,21,21,21,21
21,21,21,17,12,08,08,08,08,08,08,20,02,08,08,22,21,21,21,21,21,21,21,21,21
21,21,17,12,08,08,08,08,20,01,01,00,00,02,08,22,21,21,21,21,21,21,21,21,21
21,21,11,08,08,08,20,01,00,00,00,00,00,03,08,14,18,21,21,17,13,13,13,13,18
21,17,12,08,08,20,00,00,00,00,00,00,00,03,08,08,14,13,13,12,08,08,08,08,14
21,11,08,08,08,07,00,00,00,00,00,00,00,03,08,08,08,08,08,08,20,01,02,08,08
21,11,08,08,08,07,00,00,00,00,00,00,00,04,20,01,01,01,01,01,00,00,00,02,08
21,16,10,08,08,07,00,00,00,00,00,05,04,08,07,00,00,00,00,00,00,00,00,00,01
21,21,11,08,08,07,00,00,05,05,04,08,08,08,07,00,00,00,00,00,00,00,00,00,00
21,21,11,08,20,00,00,04,08,08,08,08,08,20,00,00,05,05,05,05,05,05,05,05,00
21,17,12,08,07,00,04,08,08,08,08,08,08,06,05,04,08,08,08,08,08,08,08,08,06
21,11,08,08,06,04,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08,08
21,11,08,08,08,08,08,20,01,01,02,08,08,08,08,08,08,08,08,08,08,08,08,08,15
21,11,08,08,08,08,20,00,00,05,04,08,08,15,09,10,08,08,08,08,20,02,08,08,22
21,16,10,08,08,08,06,05,04,08,08,15,09,19,17,12,08,20,01,01,00,03,08,08,22
21,21,16,10,08,08,08,08,08,08,15,19,17,13,12,08,08,06,05,05,05,04,08,08,22
21,21,21,16,10,08,08,08,08,15,19,17,12,08,08,08,08,08,08,08,08,08,08,15,19
21,21,21,21,16,09,09,09,09,19,21,11,08,08,08,08,08,08,15,09,09,09,09,19,21
21,21,21,21,21,21,21,21,21,21,21,16,09,09,09,09,09,09,19,21,21,21,21,21,21
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21

-1,-1,-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23,-1,-1,-23,-23,-23,-23,-23,-23
-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23,-23,-23,-1,-1,-1,-1,-23
-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23
-1,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-23
-1,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23,-23,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-23
-1,-1,-23,-23,-1,-1,-1,-1,-1,-1,-23,-23,-23,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23
-1,-1,-1,-23,-23,-1,-1,-1,-1,-23,-23,-23,-23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23
-1,-1,-1,-1,-23,-23,-23,-23,-23,-23,-1,-23,-1,-1,-1,-1,-1,-1,-23,-23,-23,-23,-23,-23,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-23,-23,-23,-23,-23,-23,-23,-23,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1

